DHB,population,latitude,longitude,date,total,new,active,recovered,deaths
Taranaki,120050,-39.2711067,174.154795,6/05/2020,16,0,0,16,0
Taranaki,120050,-39.2711067,174.154795,7/05/2020,16,0,0,16,0
Taranaki,120050,-39.2711067,174.154795,8/05/2020,16,0,0,16,0
Taranaki,120050,-39.2711067,174.154795,9/05/2020,16,0,0,16,0
Taranaki,120050,-39.2711067,174.154795,10/05/2020,16,0,0,16,0
Taranaki,120050,-39.2711067,174.154795,11/05/2020,16,0,0,16,0
Taranaki,120050,-39.2711067,174.154795,12/05/2020,16,0,0,16,0
Taranaki,120050,-39.2711067,174.154795,13/05/2020,16,0,0,16,0
Taranaki,120050,-39.2711067,174.154795,14/05/2020,16,0,0,16,0
Waikato,419890,-37.97922725,175.20103232,28/05/2020,34,0,,,
Waikato,419890,-37.97922725,175.20103232,26/03/2020,45,11,,,
Waikato,419890,-37.97922725,175.20103232,27/03/2020,58,13,,,
Waikato,419890,-37.97922725,175.20103232,28/03/2020,63,5,,,
Waikato,419890,-37.97922725,175.20103232,29/03/2020,76,13,,,
Waikato,419890,-37.97922725,175.20103232,30/03/2020,81,5,,,
Waikato,419890,-37.97922725,175.20103232,31/03/2020,91,10,,,
Waikato,419890,-37.97922725,175.20103232,1/04/2020,125,34,,,
Waikato,419890,-37.97922725,175.20103232,2/04/2020,125,0,,,
Waikato,419890,-37.97922725,175.20103232,3/04/2020,136,11,,,
Waikato,419890,-37.97922725,175.20103232,4/04/2020,146,10,,,
Waikato,419890,-37.97922725,175.20103232,5/04/2020,147,1,,,
Waikato,419890,-37.97922725,175.20103232,6/04/2020,156,9,,,
Waikato,419890,-37.97922725,175.20103232,7/04/2020,159,3,,,
Waikato,419890,-37.97922725,175.20103232,8/04/2020,163,4,,,
Waikato,419890,-37.97922725,175.20103232,9/04/2020,166,7,,,
Waikato,419890,-37.97922725,175.20103232,10/04/2020,167,1,,,
Waikato,419890,-37.97922725,175.20103232,11/04/2020,176,9,,,
Waikato,419890,-37.97922725,175.20103232,12/04/2020,177,1,,,
Waikato,419890,-37.97922725,175.20103232,13/04/2020,177,0,,,
Waikato,419890,-37.97922725,175.20103232,14/04/2020,179,2,,,
Waikato,419890,-37.97922725,175.20103232,15/04/2020,182,3,106,76,0
Waikato,419890,-37.97922725,175.20103232,16/04/2020,183,1,102,80,1
Waikato,419890,-37.97922725,175.20103232,17/04/2020,183,0,98,84,1
Waikato,419890,-37.97922725,175.20103232,18/04/2020,184,1,90,93,1
Waikato,419890,-37.97922725,175.20103232,19/04/2020,185,1,87,97,1
Waikato,419890,-37.97922725,175.20103232,20/04/2020,185,0,84,100,1
Waikato,419890,-37.97922725,175.20103232,21/04/2020,185,0,77,107,1
Waikato,419890,-37.97922725,175.20103232,22/04/2020,186,1,71,114,1
Waikato,419890,-37.97922725,175.20103232,23/04/2020,189,3,73,115,1
Waikato,419890,-37.97922725,175.20103232,24/04/2020,191,2,67,123,1
Waikato,419890,-37.97922725,175.20103232,25/04/2020,192,1,56,135,1
Waikato,419890,-37.97922725,175.20103232,25/04/2020,192,1,56,135,1
Waikato,419890,-37.97922725,175.20103232,25/04/2020,192,1,56,135,1
Waikato,419890,-37.97922725,175.20103232,26/04/2020,186,-6,48,137,1
Waikato,419890,-37.97922725,175.20103232,27/04/2020,186,0,43,142,1
Waikato,419890,-37.97922725,175.20103232,28/04/2020,187,1,40,146,1
Waikato,419890,-37.97922725,175.20103232,29/04/2020,186,-1,37,148,1
Waikato,419890,-37.97922725,175.20103232,30/04/2020,186,0,35,150,1
Waikato,419890,-37.97922725,175.20103232,2/05/2020,186,0,34,151,1
Waikato,419890,-37.97922725,175.20103232,3/05/2020,186,0,33,152,1
Waikato,419890,-37.97922725,175.20103232,4/05/2020,186,0,21,164,1
Waikato,419890,-37.97922725,175.20103232,5/05/2020,186,0,19,166,1
Waikato,419890,-37.97922725,175.20103232,6/05/2020,187,1,20,166,1
Waikato,419890,-37.97922725,175.20103232,7/05/2020,187,0,19,167,1
Waikato,419890,-37.97922725,175.20103232,8/05/2020,187,0,16,170,1
Waikato,419890,-37.97922725,175.20103232,9/05/2020,187,0,16,170,1
Waikato,419890,-37.97922725,175.20103232,10/05/2020,188,1,15,172,1
Waikato,419890,-37.97922725,175.20103232,11/05/2020,188,0,13,174,1
Waikato,419890,-37.97922725,175.20103232,12/05/2020,188,0,13,174,1
Waikato,419890,-37.97922725,175.20103232,13/05/2020,188,0,6,181,1
Waikato,419890,-37.97922725,175.20103232,14/05/2020,188,0,0,187,1
Wairarapa,44905,-41.13617985,175.81969019,28/05/2020,5,0,,,
Wairarapa,44905,-41.13617985,175.81969019,26/03/2020,5,0,,,
Wairarapa,44905,-41.13617985,175.81969019,27/03/2020,5,0,,,
Wairarapa,44905,-41.13617985,175.81969019,28/03/2020,5,0,,,
Wairarapa,44905,-41.13617985,175.81969019,29/03/2020,5,0,,,
Wairarapa,44905,-41.13617985,175.81969019,30/03/2020,5,0,,,
Wairarapa,44905,-41.13617985,175.81969019,31/03/2020,6,1,,,
Wairarapa,44905,-41.13617985,175.81969019,1/04/2020,8,2,,,
Wairarapa,44905,-41.13617985,175.81969019,2/04/2020,8,0,,,
Wairarapa,44905,-41.13617985,175.81969019,3/04/2020,8,0,,,
Wairarapa,44905,-41.13617985,175.81969019,4/04/2020,8,0,,,
Wairarapa,44905,-41.13617985,175.81969019,5/04/2020,8,0,,,
Wairarapa,44905,-41.13617985,175.81969019,6/04/2020,8,0,,,
Wairarapa,44905,-41.13617985,175.81969019,7/04/2020,8,0,,,
Wairarapa,44905,-41.13617985,175.81969019,8/04/2020,8,0,,,
Wairarapa,44905,-41.13617985,175.81969019,9/04/2020,8,0,,,
Wairarapa,44905,-41.13617985,175.81969019,10/04/2020,9,1,,,
Wairarapa,44905,-41.13617985,175.81969019,11/04/2020,8,-1,,,
Wairarapa,44905,-41.13617985,175.81969019,12/04/2020,8,0,,,
Wairarapa,44905,-41.13617985,175.81969019,13/04/2020,8,0,,,
Wairarapa,44905,-41.13617985,175.81969019,14/04/2020,8,0,,,
Wairarapa,44905,-41.13617985,175.81969019,15/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,16/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,17/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,18/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,19/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,20/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,21/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,22/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,23/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,24/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,25/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,25/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,25/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,26/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,27/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,28/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,29/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,30/04/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,2/05/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,3/05/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,4/05/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,5/05/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,6/05/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,7/05/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,8/05/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,9/05/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,10/05/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,11/05/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,12/05/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,13/05/2020,8,0,0,8,0
Wairarapa,44905,-41.13617985,175.81969019,14/05/2020,8,0,0,8,0
Waitemata,628970,-36.38761573,174.4926559,28/05/2020,30,0,,,
Waitemata,628970,-36.38761573,174.4926559,26/03/2020,47,17,,,
Waitemata,628970,-36.38761573,174.4926559,27/03/2020,54,7,,,
Waitemata,628970,-36.38761573,174.4926559,28/03/2020,64,10,,,
Waitemata,628970,-36.38761573,174.4926559,29/03/2020,78,14,,,
Waitemata,628970,-36.38761573,174.4926559,30/03/2020,86,8,,,
Waitemata,628970,-36.38761573,174.4926559,31/03/2020,98,12,,,
Waitemata,628970,-36.38761573,174.4926559,1/04/2020,117,19,,,
Waitemata,628970,-36.38761573,174.4926559,2/04/2020,117,0,,,
Waitemata,628970,-36.38761573,174.4926559,3/04/2020,129,12,,,
Waitemata,628970,-36.38761573,174.4926559,4/04/2020,145,16,,,
Waitemata,628970,-36.38761573,174.4926559,5/04/2020,157,12,,,
Waitemata,628970,-36.38761573,174.4926559,6/04/2020,160,3,,,
Waitemata,628970,-36.38761573,174.4926559,7/04/2020,169,9,,,
Waitemata,628970,-36.38761573,174.4926559,8/04/2020,171,2,,,
Waitemata,628970,-36.38761573,174.4926559,9/04/2020,176,5,,,
Waitemata,628970,-36.38761573,174.4926559,10/04/2020,183,7,,,
Waitemata,628970,-36.38761573,174.4926559,11/04/2020,192,9,,,
Waitemata,628970,-36.38761573,174.4926559,12/04/2020,195,3,,,
Waitemata,628970,-36.38761573,174.4926559,13/04/2020,200,5,,,
Waitemata,628970,-36.38761573,174.4926559,14/04/2020,201,1,,,
Waitemata,628970,-36.38761573,174.4926559,15/04/2020,205,4,105,100,0
Waitemata,628970,-36.38761573,174.4926559,16/04/2020,206,1,98,107,1
Waitemata,628970,-36.38761573,174.4926559,17/04/2020,206,0,86,120,0
Waitemata,628970,-36.38761573,174.4926559,18/04/2020,211,5,84,127,0
Waitemata,628970,-36.38761573,174.4926559,19/04/2020,212,1,74,138,0
Waitemata,628970,-36.38761573,174.4926559,20/04/2020,212,0,71,140,1
Waitemata,628970,-36.38761573,174.4926559,21/04/2020,212,0,69,142,1
Waitemata,628970,-36.38761573,174.4926559,22/04/2020,212,0,62,149,1
Waitemata,628970,-36.38761573,174.4926559,23/04/2020,215,3,56,158,1
Waitemata,628970,-36.38761573,174.4926559,24/04/2020,219,4,52,165,2
Waitemata,628970,-36.38761573,174.4926559,25/04/2020,220,1,53,165,2
Waitemata,628970,-36.38761573,174.4926559,25/04/2020,220,1,53,165,2
Waitemata,628970,-36.38761573,174.4926559,25/04/2020,220,1,53,165,2
Waitemata,628970,-36.38761573,174.4926559,26/04/2020,222,2,46,174,2
Waitemata,628970,-36.38761573,174.4926559,27/04/2020,223,1,39,181,3
Waitemata,628970,-36.38761573,174.4926559,28/04/2020,223,0,36,184,3
Waitemata,628970,-36.38761573,174.4926559,29/04/2020,223,0,35,185,3
Waitemata,628970,-36.38761573,174.4926559,30/04/2020,226,2,35,188,3
Waitemata,628970,-36.38761573,174.4926559,2/05/2020,228,2,36,189,3
Waitemata,628970,-36.38761573,174.4926559,3/05/2020,228,0,33,192,3
Waitemata,628970,-36.38761573,174.4926559,4/05/2020,228,0,33,192,3
Waitemata,628970,-36.38761573,174.4926559,5/05/2020,229,1,30,196,3
Waitemata,628970,-36.38761573,174.4926559,6/05/2020,229,0,30,196,3
Waitemata,628970,-36.38761573,174.4926559,7/05/2020,230,1,29,198,3
Waitemata,628970,-36.38761573,174.4926559,8/05/2020,232,2,26,203,3
Waitemata,628970,-36.38761573,174.4926559,9/05/2020,233,1,27,203,3
Waitemata,628970,-36.38761573,174.4926559,10/05/2020,234,1,23,208,3
Waitemata,628970,-36.38761573,174.4926559,11/05/2020,234,0,19,212,3
Waitemata,628970,-36.38761573,174.4926559,12/05/2020,234,0,19,212,3
Waitemata,628970,-36.38761573,174.4926559,13/05/2020,235,1,20,212,0
Waitemata,628970,-36.38761573,174.4926559,14/05/2020,236,0,5,227,4
West Coast,32410,-42.46628071,171.66137695,28/05/2020,1,0,,,
West Coast,32410,-42.46628071,171.66137695,26/03/2020,1,0,,,
West Coast,32410,-42.46628071,171.66137695,27/03/2020,2,1,,,
West Coast,32410,-42.46628071,171.66137695,28/03/2020,3,1,,,
West Coast,32410,-42.46628071,171.66137695,29/03/2020,3,0,,,
West Coast,32410,-42.46628071,171.66137695,30/03/2020,3,0,,,
West Coast,32410,-42.46628071,171.66137695,31/03/2020,3,0,,,
West Coast,32410,-42.46628071,171.66137695,1/04/2020,3,0,,,
West Coast,32410,-42.46628071,171.66137695,2/04/2020,3,0,,,
West Coast,32410,-42.46628071,171.66137695,3/04/2020,4,1,,,
West Coast,32410,-42.46628071,171.66137695,4/04/2020,4,0,,,
West Coast,32410,-42.46628071,171.66137695,5/04/2020,4,0,,,
West Coast,32410,-42.46628071,171.66137695,6/04/2020,4,0,,,
West Coast,32410,-42.46628071,171.66137695,7/04/2020,4,0,,,
West Coast,32410,-42.46628071,171.66137695,8/04/2020,5,1,,,
West Coast,32410,-42.46628071,171.66137695,9/04/2020,5,0,,,
West Coast,32410,-42.46628071,171.66137695,10/04/2020,5,0,,,
West Coast,32410,-42.46628071,171.66137695,11/04/2020,5,0,,,
West Coast,32410,-42.46628071,171.66137695,12/04/2020,5,0,,,
West Coast,32410,-42.46628071,171.66137695,13/04/2020,5,0,,,
West Coast,32410,-42.46628071,171.66137695,14/04/2020,5,0,,,
West Coast,32410,-42.46628071,171.66137695,15/04/2020,5,0,2,2,1
West Coast,32410,-42.46628071,171.66137695,16/04/2020,5,0,3,2,0
West Coast,32410,-42.46628071,171.66137695,17/04/2020,5,0,2,2,1
West Coast,32410,-42.46628071,171.66137695,18/04/2020,5,0,1,3,1
West Coast,32410,-42.46628071,171.66137695,19/04/2020,5,0,1,3,1
West Coast,32410,-42.46628071,171.66137695,20/04/2020,5,0,1,3,1
West Coast,32410,-42.46628071,171.66137695,21/04/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,22/04/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,23/04/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,24/04/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,25/04/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,25/04/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,25/04/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,26/04/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,27/04/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,28/04/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,29/04/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,30/04/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,2/05/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,3/05/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,4/05/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,5/05/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,6/05/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,7/05/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,8/05/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,9/05/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,10/05/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,11/05/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,12/05/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,13/05/2020,5,0,0,4,1
West Coast,32410,-42.46628071,171.66137695,14/05/2020,5,0,0,4,1
Whanganui,64550,-39.73831335,175.33173323,28/05/2020,0,0,,,
Whanganui,64550,-39.73831335,175.33173323,26/03/2020,0,0,,,
Whanganui,64550,-39.73831335,175.33173323,27/03/2020,3,3,,,
Whanganui,64550,-39.73831335,175.33173323,28/03/2020,3,0,,,
Whanganui,64550,-39.73831335,175.33173323,29/03/2020,3,0,,,
Whanganui,64550,-39.73831335,175.33173323,30/03/2020,3,0,,,
Whanganui,64550,-39.73831335,175.33173323,31/03/2020,3,0,,,
Whanganui,64550,-39.73831335,175.33173323,1/04/2020,7,4,,,
Whanganui,64550,-39.73831335,175.33173323,2/04/2020,7,0,,,
Whanganui,64550,-39.73831335,175.33173323,3/04/2020,7,0,,,
Whanganui,64550,-39.73831335,175.33173323,4/04/2020,8,1,,,
Whanganui,64550,-39.73831335,175.33173323,5/04/2020,8,0,,,
Whanganui,64550,-39.73831335,175.33173323,6/04/2020,7,-1,,,
Whanganui,64550,-39.73831335,175.33173323,7/04/2020,7,0,,,
Whanganui,64550,-39.73831335,175.33173323,8/04/2020,7,0,,,
Whanganui,64550,-39.73831335,175.33173323,9/04/2020,7,0,,,
Whanganui,64550,-39.73831335,175.33173323,10/04/2020,7,0,,,
Whanganui,64550,-39.73831335,175.33173323,11/04/2020,7,0,,,
Whanganui,64550,-39.73831335,175.33173323,12/04/2020,7,0,,,
Whanganui,64550,-39.73831335,175.33173323,13/04/2020,7,0,,,
Whanganui,64550,-39.73831335,175.33173323,14/04/2020,7,0,,,
Whanganui,64550,-39.73831335,175.33173323,15/04/2020,7,0,3,4,0
Whanganui,64550,-39.73831335,175.33173323,16/04/2020,7,0,3,4,0
Whanganui,64550,-39.73831335,175.33173323,17/04/2020,8,1,4,4,0
Whanganui,64550,-39.73831335,175.33173323,18/04/2020,8,0,1,7,0
Whanganui,64550,-39.73831335,175.33173323,19/04/2020,8,0,1,7,0
Whanganui,64550,-39.73831335,175.33173323,20/04/2020,9,1,2,7,0
Whanganui,64550,-39.73831335,175.33173323,21/04/2020,9,0,2,7,0
Whanganui,64550,-39.73831335,175.33173323,22/04/2020,9,0,2,7,0
Whanganui,64550,-39.73831335,175.33173323,23/04/2020,9,0,2,7,0
Whanganui,64550,-39.73831335,175.33173323,24/04/2020,9,0,2,7,0
Whanganui,64550,-39.73831335,175.33173323,25/04/2020,9,0,2,7,0
Whanganui,64550,-39.73831335,175.33173323,25/04/2020,9,0,2,7,0
Whanganui,64550,-39.73831335,175.33173323,25/04/2020,9,0,2,7,0
Whanganui,64550,-39.73831335,175.33173323,26/04/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,27/04/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,28/04/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,29/04/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,30/04/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,2/05/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,3/05/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,4/05/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,5/05/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,6/05/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,7/05/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,8/05/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,9/05/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,10/05/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,11/05/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,12/05/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,13/05/2020,9,0,0,9,0
Whanganui,64550,-39.73831335,175.33173323,14/05/2020,9,0,0,9,0
